x1,x2,x3,x4,y
8.53563,3.52477,6.81145,4.49958,-80.62518
6.90044,6.58860,9.70052,8.18154,-56.30437
2.49987,2.50514,4.59296,3.78059,-24.87182
7.47329,4.13296,1.27394,9.85314,45.55705
3.87788,9.80747,4.71683,0.44391,-37.61090
0.26608,8.82714,1.41765,7.69114,84.33307
4.64555,8.39697,9.30430,9.79966,-14.30199
1.29343,5.10511,3.33632,8.24137,44.85756
2.27311,0.17425,2.98055,7.14908,16.59793
0.87501,1.32866,0.46317,3.78769,30.65728
3.09417,8.77980,3.98332,5.90270,22.76723
7.96675,7.96813,7.13622,8.45796,-27.92356
1.82420,4.40451,9.71650,9.99483,-18.32249
3.63489,3.39665,8.61359,5.30629,-66.89815
5.17614,9.95366,9.85258,7.63335,-39.56889
8.32279,1.48978,1.73656,5.71480,-12.20162
8.41393,1.72563,1.48739,1.64377,-50.83746
6.83413,0.01308,3.21708,7.37641,-19.86809
8.70525,4.72182,4.59021,3.56664,-57.47182
4.99728,5.90414,2.17418,8.26561,39.83073
6.37681,9.95240,5.85233,8.10253,2.67322
9.12154,7.29486,5.88237,4.31085,-52.25024
0.90191,6.35209,5.73835,5.57447,0.14603
1.85952,0.73967,8.04556,2.82328,-76.92346
5.12078,8.89036,0.16623,2.35191,26.37876
4.65998,5.90163,2.02963,2.86986,-1.76170
6.33578,5.13526,5.66512,2.16865,-64.50589
2.48647,2.03034,3.99662,2.52776,-30.27749
7.43930,6.70935,5.16949,2.28647,-60.84563
0.70290,7.19502,9.56970,4.54131,-48.58501
6.64760,5.19160,8.82810,2.51488,-100.70767
9.10960,0.46269,0.54817,0.51634,-55.03577
7.21211,7.30129,9.12889,6.42475,-64.42503
1.63113,8.23051,9.21943,4.83814,-40.33102
1.51753,5.86609,2.42343,4.94679,29.97315
3.62738,1.53253,1.55499,4.44896,3.95690
0.14317,3.79837,0.36614,3.58802,37.64982
7.59074,9.47769,6.36268,4.54857,-44.89909
4.29988,6.37167,1.74661,2.25352,-3.32195
2.72734,6.54627,7.59602,2.88569,-57.43364
4.98928,0.21528,9.74866,5.68266,-93.94441
0.90586,4.91888,4.11775,6.43678,23.06738
4.17650,8.01516,3.32346,3.58150,-3.03170
6.54045,7.49873,2.15746,9.29343,47.58294
7.56775,9.63913,6.70083,3.78819,-46.76299
3.07447,4.35469,3.13229,2.95577,-13.41655
2.33412,9.17349,6.42816,1.52852,-38.88085
8.91768,0.39677,0.54685,1.07914,-49.76028
1.47189,0.85176,2.30927,7.06493,27.32099
1.13825,4.28472,0.52581,0.34234,7.64260
5.54978,7.64970,8.05065,1.61595,-83.84731
8.23634,4.00629,7.40194,1.67397,-104.00282
2.91517,8.20345,5.08156,4.62849,-3.14538
6.21000,7.60488,1.73592,9.19118,55.77540
5.98925,6.66330,0.55123,1.34090,-5.50835
4.15434,0.33333,0.41474,8.83616,50.71744
5.03232,7.66385,2.67938,9.79120,56.19536
9.90131,1.65254,0.85037,5.51695,-11.54755
0.72118,2.76806,8.30615,1.41549,-78.36643
2.31212,7.80496,9.22546,8.60490,-16.24044
8.31512,6.94359,3.72364,8.44161,13.50912
0.62069,6.57062,5.01892,8.84676,39.69739
5.37821,6.49932,3.81269,0.42543,-48.55877
4.51287,1.59663,5.22255,6.14046,-24.45925
8.38312,8.37137,5.94951,3.92230,-50.97869
8.86260,3.20467,7.72898,9.24683,-49.39337
5.42255,1.76177,7.04808,3.50630,-79.60771
3.16742,9.01639,2.51124,9.77638,75.10130
7.13268,4.58736,8.95471,4.85580,-88.55406
8.34028,9.03916,9.70829,6.22138,-74.29959
5.08939,1.72795,6.95732,4.31308,-68.59387
0.71331,9.24374,8.59945,4.61616,-30.29039
2.86270,9.68297,7.06207,9.76317,25.17321
0.21542,9.76839,8.25652,0.27342,-59.43744
7.47383,8.14590,0.47793,9.53032,63.90857
3.45434,5.71697,1.69988,1.69677,0.57843
4.59304,1.93098,9.74599,3.45725,-104.34384
4.88063,1.91217,3.41321,2.36709,-41.92089
8.63909,6.23066,5.49543,0.28668,-91.28752
1.89759,5.06435,2.18245,4.28352,24.08935
6.88718,9.80812,9.90902,2.99039,-93.37767
7.54984,8.70842,3.24137,5.61120,2.61114
7.62921,9.56268,1.23785,2.78302,-0.45203
6.91108,6.23213,4.10352,2.86659,-38.45438
4.40627,0.76545,7.22713,5.57770,-57.91880
0.98838,3.91720,1.65625,3.70267,23.79463
8.48024,7.67207,1.47343,6.00986,15.17088
9.14731,6.04386,0.61583,8.94929,41.82450
7.01658,1.81604,8.83652,2.31032,-115.39282
1.36463,7.67004,6.56689,6.68770,4.98028
0.37578,4.27671,1.52969,7.06890,60.55788
1.67530,7.23301,8.00993,9.74775,9.22927
7.42324,1.27909,9.74247,5.98262,-101.46384
2.42013,0.89337,0.08896,8.71170,70.96193
6.40301,7.10034,7.54717,1.19575,-90.41371
3.11907,3.14551,7.02351,3.14756,-61.90348
1.80461,2.60378,1.76880,2.70206,2.26462
5.90450,0.00739,1.04122,7.68074,21.11107
4.74117,9.21803,7.57481,0.26129,-82.46363
9.52799,7.57166,2.94707,9.49923,22.57094
9.06575,3.09731,7.45715,9.92729,-39.99886
8.75382,7.39989,4.24510,3.48405,-41.43187
6.09896,3.27291,7.75398,8.12625,-42.65286
8.14772,6.88900,9.45190,7.36749,-69.33843
6.00624,4.22873,0.23630,5.28144,23.03159
1.05432,5.12601,4.18838,6.00318,16.28404
3.64752,9.10098,6.32722,6.86544,-2.82704
0.28072,3.82860,4.78886,2.32923,-22.38571
0.88710,8.58380,3.14661,5.35925,37.91898
0.84765,5.33546,0.17797,4.76991,54.83782
0.04677,9.64852,7.72390,6.64341,5.93965
5.63975,8.90198,8.38119,6.82954,-34.65347
1.46595,4.09481,2.67528,4.89028,19.25578
2.93174,4.77012,3.20469,7.22194,33.58881
0.17214,7.95123,9.89371,4.56170,-43.72984
0.40121,8.27243,3.90852,4.59315,20.81209
1.24366,5.78581,1.17739,6.57336,58.60222
5.48482,0.27759,3.95045,0.29083,-79.70724
4.08884,7.97392,0.48505,0.03271,-3.13836
2.96724,6.64759,1.29193,1.48709,9.94378
6.84256,9.82614,3.87743,0.67245,-39.05351
2.19754,2.97214,4.96087,0.93479,-51.46377
2.42840,5.95297,1.83260,2.53792,9.83354
6.42425,8.52506,4.70676,4.84539,-18.23349
5.43607,8.79863,2.31548,9.70703,65.14877
7.34421,3.28582,7.67075,8.05828,-47.97084
1.73734,3.78488,2.53520,2.00355,-8.07006
1.00269,0.17775,3.35427,0.81953,-38.96061
9.62133,4.48158,0.96757,6.67597,7.82698
8.67266,3.53001,4.95865,6.31877,-42.45816
6.05978,7.31241,8.64462,3.67536,-79.67531
0.87844,3.60088,1.15138,7.04141,60.09428
1.90617,5.10500,7.86632,2.63618,-58.28822
4.28615,2.09399,3.79226,8.33355,12.94987
5.93541,3.42364,4.12334,5.03154,-27.51607
9.16061,0.15689,3.64803,9.18978,-15.18487
2.77421,4.22186,0.25023,9.82038,86.37972
8.35574,0.43099,4.72260,7.69798,-31.99305
2.70747,7.84871,3.58315,2.32710,-6.34041
9.77996,5.09961,2.93269,9.58461,11.03629
5.57094,7.76503,4.32988,9.61631,32.00202
2.97437,0.78147,0.53046,8.84041,55.43021
0.11839,1.16887,8.63655,2.77652,-77.68396
3.02724,7.11971,2.26202,2.00169,-1.22668
0.38278,3.73698,5.46965,2.91834,-31.76113
4.48102,0.43732,4.59800,8.22417,-5.54223
6.65194,9.26524,0.43117,3.82447,26.33305
7.31996,9.07838,7.55515,9.65943,-10.19662
5.86963,1.43684,8.41667,0.69913,-123.60328
6.88159,9.03655,7.88806,2.73243,-76.70933
9.40023,8.62354,8.52134,0.42830,-121.07519
2.47144,1.08623,6.57293,4.40522,-48.99155
7.37436,3.25805,2.91680,1.33453,-53.42131
6.56879,2.63355,9.90904,7.22623,-80.36521
7.95558,1.29680,5.71528,7.93809,-40.23989
9.90137,0.86552,8.54955,0.84646,-151.13964
0.10523,1.79794,5.81989,4.19571,-24.68025
1.51876,9.08046,7.76670,7.37768,0.32921
7.38499,7.22077,2.77765,0.16335,-48.52262
8.51144,4.52037,7.34028,6.11263,-66.97199
3.36999,6.22936,9.79332,5.86695,-59.17886
5.60885,1.47872,9.26763,4.00715,-105.36767
7.59713,4.74763,7.25512,5.75210,-62.26633
2.63834,2.37485,6.94739,4.67281,-49.28346
3.62277,3.33596,2.21464,1.30840,-24.07854
2.64566,5.33064,0.98214,0.23869,-5.68134
5.36804,1.27199,4.05361,7.92143,-8.33844
5.46153,3.81351,8.08922,5.75980,-68.28494
5.91704,1.95703,8.80800,8.60610,-56.52914
5.95585,0.17908,2.39551,3.38321,-32.47477
8.72175,4.59422,0.87294,3.21440,-15.95992
4.26645,7.66233,2.01336,6.46409,39.53121
5.24837,3.13285,4.79807,8.86525,5.83531
5.59653,5.88342,6.45202,2.97933,-58.11482
9.62042,6.96565,8.59524,9.80285,-41.06213
1.66548,8.63057,8.17166,3.13821,-46.53448
3.56716,9.41892,6.64254,3.51372,-29.25406
0.03655,3.70560,2.84978,2.04013,-3.04542
4.14171,8.79026,4.42048,5.98080,6.03706
3.95814,5.65755,3.64814,3.56956,-17.52765
1.29273,5.72015,5.68523,8.54422,20.93313
3.91909,4.01458,4.41124,8.46093,18.93607
9.18153,2.58569,2.33179,4.96335,-26.57048
0.97858,2.19451,8.01067,5.14730,-45.80111
8.32867,5.48036,6.75599,4.58704,-68.68126
0.65559,5.33647,9.60498,2.08145,-77.21618
1.99763,6.44850,1.94972,0.61318,-5.66998
2.81662,1.47897,3.55407,2.26924,-34.39783
6.05849,0.30532,8.13257,2.18549,-110.53864
1.10036,9.53186,5.54982,0.73089,-29.90963
0.38329,7.36679,5.06359,4.52563,7.00785
6.47353,6.61121,2.97511,2.69966,-25.35367
7.48611,8.27999,0.43985,0.43715,-15.74161
7.30602,4.71865,2.16037,9.88778,40.66390
9.85233,2.94250,6.44662,3.97622,-88.97993
2.59919,6.75093,2.43422,3.34875,12.85971
3.52006,6.29879,4.47150,3.29757,-17.95696
4.68042,2.55808,4.93269,0.21039,-74.53356
1.53823,1.49995,5.22218,9.86384,27.04747
4.17911,3.48192,1.92451,3.08069,-6.43047
2.79639,8.37598,4.17863,8.64465,45.85957
2.01725,3.65325,2.00379,4.85697,23.13702
4.91832,3.43338,4.01265,6.71784,-4.43606
6.42145,3.44480,6.84860,4.25590,-68.84510
8.90564,0.04183,1.20832,4.20390,-30.72377
9.85422,1.76454,3.35487,2.98276,-62.63348
3.81677,9.45726,4.09588,2.28886,-13.78004
6.99906,2.16420,6.19296,6.29704,-54.70298
4.21981,8.29013,8.65913,1.31745,-85.13187
2.76534,6.08754,9.52562,8.14287,-34.82949
4.62835,2.61200,6.91859,8.55306,-21.55769
2.52262,0.92302,7.83927,7.69709,-37.70840
8.25903,5.70879,4.62264,8.57295,-4.22076
0.53029,7.63506,9.32176,6.63517,-22.05568
2.63842,4.41211,8.59041,1.53516,-89.27154
1.23804,3.94638,4.03443,3.56115,-6.66213
6.69278,7.90688,8.60696,8.37091,-35.66135
9.65200,2.99694,2.75023,7.13563,-14.92791
9.02571,7.35720,1.82649,6.20594,9.58995
4.98412,2.91792,8.64245,2.22081,-103.60830
1.68949,9.00873,6.33852,8.32800,23.79188
7.95695,6.71685,4.46886,6.04682,-16.80377
9.50048,3.21878,1.12475,1.49361,-44.48370
7.62350,0.60483,6.12202,2.35927,-96.80908
3.21545,8.71226,4.66381,1.36527,-29.53597
4.57655,7.57394,0.26025,1.64541,13.59049
7.72690,6.09422,6.31893,7.50316,-26.13830
2.22543,7.65931,0.75045,1.86827,27.45714
3.81702,3.05276,5.79170,0.68263,-75.27330
1.59546,7.26857,6.02766,9.29097,32.68858
7.74211,5.85685,6.88210,8.17043,-34.83669
2.51863,6.60050,8.50664,2.52449,-67.91578
4.54400,8.84327,8.94790,3.05226,-70.60934
3.32676,6.39091,0.81986,3.45948,26.99024
4.22255,7.57856,2.41769,2.61234,-1.76059
4.49350,0.24737,4.74173,3.11934,-53.73792
1.90654,7.40008,5.24748,7.04987,19.04380
3.40837,8.47547,1.91123,8.24625,67.50104
0.19292,9.62422,4.93108,6.10764,34.37346
8.83114,0.15016,6.10534,1.47475,-112.34453
8.81711,9.77627,0.14197,7.05976,45.01904
2.54083,3.25493,9.19827,0.41363,-108.46093
2.25434,4.90354,9.74106,2.62136,-87.59691
2.91719,8.24763,9.27489,2.78771,-69.23438
7.88571,6.56775,6.23698,0.07134,-96.03535
7.84375,0.63138,0.96058,9.10366,26.14546
6.49255,5.18496,5.15863,2.71708,-55.30711
4.63817,1.03285,6.84520,2.53448,-82.08530
9.30718,3.73908,5.35322,2.27936,-86.43157
3.83586,1.48819,7.85920,8.92137,-30.79875
1.84522,1.87537,0.37246,2.59392,14.29791
1.31496,8.55148,3.92760,6.82659,41.44067
4.57690,7.20745,0.69178,1.71268,8.04297
0.34722,0.67784,7.22146,1.22333,-74.81941
8.49510,2.09355,9.30937,8.32918,-78.04327
8.64136,9.73357,8.56769,8.11693,-43.84383
2.27171,4.73800,2.45611,8.61218,52.62206
5.57181,6.04551,1.82136,4.07663,4.45005
0.41194,6.30492,8.38406,4.33657,-39.83871
8.30534,2.60894,0.54697,0.69442,-39.48443
6.47579,5.39933,3.38538,2.20242,-38.86626
5.19315,0.13732,5.12807,1.37465,-77.63187
6.98351,4.50137,3.70698,1.67666,-51.81424
5.96943,2.11741,6.80856,6.12747,-53.84930
1.07284,9.00696,9.18062,5.57344,-30.70717
2.18526,0.06166,9.03339,8.35134,-46.99664
4.88340,1.42997,2.72467,6.52240,3.97256
1.89202,3.19121,6.43541,3.12633,-49.83158
4.30361,4.94174,4.73285,4.11876,-26.72277
6.98035,2.32429,1.28692,3.56720,-12.91532
7.50830,8.46985,7.18594,0.82542,-89.05624
6.55702,1.27491,8.58037,0.94586,-126.31670
3.83942,4.71154,4.44077,8.90798,22.49932
7.82231,1.11447,3.02693,8.66201,-0.24123
6.95953,0.44913,0.56032,8.55944,31.02917
4.85911,1.72126,5.69146,3.06263,-66.00523
6.20228,5.19911,2.90344,6.86949,11.02310
1.65169,1.47775,4.70777,6.58792,-2.87514
4.15407,2.95566,9.87982,9.03984,-47.80416
2.65303,5.76204,2.19690,2.91779,8.50145
0.03863,2.84880,7.29754,9.65388,7.36501
3.53179,2.53539,5.91700,9.79517,8.12310
7.61512,5.96669,0.78068,7.27452,32.95153
4.49194,2.28440,8.25489,2.23783,-95.92860
2.14107,8.95794,7.85373,4.11246,-30.98345
7.66905,1.79324,7.19692,3.06971,-96.59757
1.43055,2.52754,3.25238,9.27896,47.51871
7.64787,0.23541,3.45943,7.37616,-19.44599
3.12477,6.49233,3.41026,9.95572,57.75690
9.43655,8.93074,4.69805,6.46655,-21.28551
1.36079,4.80465,9.70951,7.82942,-34.93580
9.87264,1.86229,3.33418,1.08373,-81.28178
6.64929,6.11949,7.71816,8.48047,-30.93252
3.04079,4.43559,0.42582,7.34705,61.86132
4.51830,5.19253,5.52987,3.41350,-44.32647
3.21340,6.68862,6.31148,8.54079,9.24929
1.85603,3.19378,9.51490,6.15466,-54.63331
1.83242,1.46209,4.47810,6.80504,1.64399
2.66577,5.30992,1.15092,0.32674,-5.36219
6.50038,1.73541,5.05070,0.27343,-92.91478
6.95325,8.37887,9.52462,3.64946,-87.10367
6.81253,4.74557,4.20997,8.47002,2.90965
9.89465,1.18520,4.52319,8.65663,-30.45471
0.39384,2.55613,0.42117,4.18147,36.64487
9.28430,8.71560,4.13411,8.45540,2.07721
6.53128,5.03892,6.01000,6.34449,-36.00635
8.00846,4.86613,1.89690,6.65146,9.71451
5.59080,8.20828,6.36668,9.31650,9.03709
7.54852,6.79194,6.52427,6.12461,-42.14065
0.15492,4.40552,1.00732,1.93622,22.64725
5.92335,5.35927,0.23151,0.99243,-11.59905
9.52567,6.11784,6.39620,3.32680,-80.99863
1.76152,6.65950,8.13672,5.70980,-32.21798
0.10495,9.31165,1.41009,6.27086,76.92765
0.33149,1.16765,9.10028,0.38617,-106.12604
7.86252,1.84138,8.21233,5.54873,-89.26075
0.85198,7.34639,9.09660,9.36900,0.78524
1.33199,2.63015,2.26472,1.78400,-8.97210
0.94413,5.15454,3.63473,2.70651,-3.30092
0.68899,8.79474,2.63291,4.89508,41.72968
2.46099,7.00313,8.32841,7.36103,-20.27497
3.54562,0.96776,5.13630,6.40508,-23.79197
3.98641,4.54395,0.84535,1.28871,-2.69523
2.66726,0.82266,2.08885,4.43408,-1.00886
6.85396,8.06126,6.11315,0.57739,-75.43925
9.03571,5.09832,4.85122,4.69360,-49.38988
7.33825,8.01811,6.60527,7.29344,-27.28390
9.54719,1.13121,1.93220,0.54340,-69.93902
2.25463,8.41983,8.68339,5.36617,-35.24702
8.05985,9.67076,5.33583,9.54636,11.02346
9.64464,1.53041,7.03052,7.12228,-73.54338
5.49612,3.31586,4.26745,1.87966,-52.66011
2.79640,8.40823,5.55798,6.33585,6.34875
3.37763,1.45648,4.15086,2.70198,-43.41473
4.30487,9.31022,0.71671,5.20299,49.48292
7.26312,7.86698,7.73574,8.99839,-25.30941
0.39922,5.35891,4.65455,3.07555,-11.82506
6.69333,7.03541,9.90696,4.84308,-84.53002
7.49832,0.86059,1.64906,3.78904,-28.00263
9.26325,0.37643,8.13683,0.13156,-147.22432
8.93217,8.35520,1.71261,9.57090,43.28589
9.74145,2.62238,3.31722,8.11391,-15.34609
7.56098,9.28856,8.12483,1.18395,-93.99432
9.67503,0.56514,7.51011,9.50756,-58.37968
6.07350,0.03308,6.87802,1.68860,-107.00727
5.24610,8.06908,9.14397,8.39164,-30.81040
8.73266,7.93514,6.47807,0.91453,-90.99660
7.34895,8.47647,1.47346,6.99961,33.49448
1.54661,2.32954,7.56844,9.63680,-1.54300
4.98005,4.94081,6.18403,1.16355,-74.68062
0.03485,4.31458,9.24410,6.50471,-34.86137
3.52150,5.56811,3.45524,8.11770,33.99543
1.32154,6.30892,1.74519,3.68440,27.53410
6.42735,0.89581,9.15109,6.51572,-87.84234
6.46341,4.51888,5.10214,1.84428,-62.22217
0.45333,2.85364,8.43397,2.79975,-71.62635
7.73884,6.61181,0.40723,4.94327,18.33032
9.04574,1.55796,0.01544,2.16844,-28.51394
0.60524,6.19107,5.10156,4.51719,0.86985
7.05640,1.48698,7.44656,6.73556,-64.57223
0.67456,8.18290,2.05147,5.93422,54.62127
7.29543,2.26042,3.91351,0.74893,-77.81742
6.01407,0.61642,1.42345,3.31761,-23.71384
8.47376,6.58198,8.31707,6.64612,-65.90693
8.36045,5.42083,1.60016,0.17062,-46.08866
3.74815,3.94863,8.12929,6.72210,-46.46270
3.34986,1.01465,2.47688,1.22413,-37.25003
7.94367,4.98408,2.84703,0.07788,-61.63413
3.92755,9.21148,6.05939,7.82494,12.42005
7.15877,1.72053,0.05710,1.85499,-18.43791
4.08511,8.92439,3.60866,1.06725,-20.61259
2.61401,6.50685,1.94805,2.31308,7.04228
1.86734,3.45731,7.91020,4.52549,-50.90473
4.08181,3.71875,1.71060,9.90212,55.69230
1.25998,7.38944,5.85700,4.54133,-11.15804
2.19835,1.76995,0.98276,1.83201,-4.26570
6.45981,8.52291,4.95451,7.22875,-0.67951
3.94374,3.23387,6.95005,0.57043,-85.36091
0.37612,1.51252,6.10321,3.32632,-38.34175
3.19588,0.50102,9.23647,4.70468,-85.76546
8.75098,1.30088,6.56400,0.43586,-123.69963
2.00284,7.53636,4.22342,1.38513,-23.69453
4.31899,5.70708,4.80507,3.04751,-33.11845
2.72325,8.18497,0.63279,4.18016,42.36619
7.23032,5.91248,4.08278,1.55184,-54.24141
9.35778,4.69928,0.09729,1.37903,-26.18790
1.12468,2.47110,3.81547,8.26407,31.44059
8.76385,3.03269,0.05664,5.89824,14.71641
6.18380,0.03309,9.77573,5.60118,-104.34988
2.55760,9.35156,2.80539,3.98668,24.28329
0.77206,4.84764,1.01417,1.45795,15.47465
0.33487,5.88901,3.74082,2.41074,-1.96727
3.17927,2.39692,4.06685,9.55589,26.10875
0.02127,4.76185,5.05984,0.77309,-34.59448
7.32242,1.71999,3.48926,8.83695,-1.27100
4.00539,8.02533,7.35753,2.79849,-48.88702
9.52227,6.03806,8.67098,3.48426,-105.48173
3.21434,1.13297,9.95448,6.39379,-76.49202
8.03716,8.58639,7.89887,2.20619,-88.73577
1.98683,4.63794,0.23694,6.70847,63.96230
6.08152,5.30485,2.05246,7.04761,23.15323
7.77783,4.92698,8.88132,1.13893,-122.14343
8.21466,1.51057,4.08401,5.98518,-39.63510
8.08126,5.04900,6.65363,5.58513,-59.09910
4.58235,5.17993,9.84728,8.41924,-54.02415
1.97877,6.17127,8.58352,7.23233,-25.24325
4.71318,7.59530,3.03251,4.81198,9.61039
4.85829,9.05309,1.35247,4.72447,33.71739
6.08255,9.67787,6.51309,9.38256,8.76965
0.33452,7.91437,7.97314,0.53649,-60.54049
3.16395,8.14171,5.68468,9.27400,30.93587
8.64333,5.73008,9.68293,6.51641,-86.62009
6.39286,7.97047,5.48785,9.17102,11.28118
9.58352,5.02173,2.97650,4.12146,-38.16223
3.43912,5.22002,7.65944,9.00414,-12.05019
0.03433,0.98336,2.06610,6.33606,36.39437
6.78886,4.70858,4.71622,6.93602,-15.53794
5.55681,3.22442,7.79599,9.93008,-28.38535
1.43873,6.63554,0.90316,0.40896,10.64355
5.54166,4.04047,9.79807,8.08165,-61.53319
0.00913,8.74528,1.13975,5.87826,71.50972
4.11149,0.06634,3.08155,4.12657,-23.35309
1.11603,3.53056,1.43377,1.38940,1.94433
7.45990,3.65211,7.37730,8.26532,-40.99620
6.03547,0.16275,2.02232,3.24533,-30.14155
0.54805,0.70222,4.26606,7.11979,12.96501
4.62748,4.81916,1.34003,6.74028,34.29759
6.07695,6.37506,0.50104,2.79601,4.12365
2.19220,9.60071,8.18679,3.97713,-38.27954
4.70316,9.13674,1.26440,5.03807,39.51982
0.33469,4.49090,0.77162,1.04631,16.00499
9.26562,6.63788,8.93252,4.37180,-96.45456
3.29463,1.53154,6.07415,7.32366,-21.46884
8.83820,4.94641,1.98407,9.11389,23.12334
4.43115,7.31993,2.21302,0.10664,-18.80288
1.22245,8.87499,9.88758,3.08237,-60.28812
7.80847,6.94198,6.20201,8.00172,-21.90362
1.93993,5.45569,7.55523,0.11296,-78.54985
1.31378,3.72028,8.06010,3.13472,-61.28341
2.05754,8.64005,9.62988,5.00139,-47.34959
2.33983,8.83163,3.62626,0.83215,-15.66947
9.90709,0.35927,9.49200,1.73273,-157.73635
6.33620,1.65560,0.32276,7.02011,28.20539
2.66585,6.19480,0.04861,9.65749,94.29512
4.87100,9.80215,9.82293,3.91736,-72.41281
5.33681,7.31388,1.65513,1.91449,-7.11055
9.33036,9.60093,7.35699,1.81736,-89.58784
7.82440,1.03760,6.88400,4.08228,-88.74939
3.60691,8.28974,1.97803,2.94220,16.49340
9.03314,4.38574,8.36847,4.58380,-93.14823
0.07633,0.62281,5.67125,7.97275,9.40961
7.58537,9.30846,9.29844,5.61709,-71.20801
3.99484,3.43910,8.71340,4.97573,-72.41662
4.75747,7.17759,4.74240,5.34642,-8.30555
8.89456,9.08120,5.43935,3.25207,-54.31912
4.06664,9.17284,5.70924,5.04932,-13.34427
6.24697,6.21082,1.00541,8.10058,49.70808
